id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names,type
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",2002-08-09,5.938,4397,43.4612,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,"Action, Adventure, Thriller, Crime",movie
1059372,Dear David,"A secret fantasy blog might jeopardize the promising future of Laras, a talented student, when the blog is revealed to her entire school.",2023-02-09,6.2,34,43.0336,/Ab1OedAN42deqjIkOu7X94nJwkG.jpg,"Drama, Romance, Fantasy",movie
1178764,Possession Street,"When seven malevolent spirits are unleashed to possess the tenants of a dying mall, it falls to a jaded ex-stuntman, his headstrong daughter and a would-be Daoist priest to stop the undead before they spread onto the streets beyond.",2024-10-31,10.0,1,43.348,/uNrBz1wrWszAVvOoyWPySbXWoxz.jpg,"Horror, Drama",movie
1151470,The Vigilante,"Returning from Afghanistan, Jessica, a Spec OPS Marine, finds herself in a war she never imagined and discovers middle America suburbia has changed when her thirteen year old sister, Aimee, is abducted by sex traffickers.",2023-09-08,5.952,21,41.8747,/xD9LpYZYmNch2EhHWIJXXFayENH.jpg,"Thriller, Action",movie
829557,365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",2022-04-26,5.9,1696,41.7952,/iLmG3HCXVyqXYbFvUO1rfOeGa3Z.jpg,"Romance, Drama",movie
575265,Mission: Impossible - The Final Reckoning,"After escaping a calamitous train crash, Ethan realizes The Entity is stashed aboard an old Russian submarine, but a foe from his past named Gabriel is also on the trail.",2025-05-17,0.0,0,41.7072,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,"Action, Adventure, Thriller",movie
1371202,iHostage,"When a gunman enters an Apple Store in the heart of Amsterdam, the police face a delicate challenge to resolve the standoff.",2025-04-18,5.923,13,41.4057,/h87bgIhs4keL005Ch5aeKhnaAIL.jpg,"Thriller, Crime, Drama",movie
1118031,Apocalypse Z: The Beginning of the End,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",2024-10-04,6.717,1038,44.4518,/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,"Drama, Action, Horror",movie
1255788,The Gardener,"Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",2025-01-30,6.294,124,44.2778,/5T9WR7vIOnHm6xhVt5zBuPbBgt1.jpg,"Action, Comedy",movie
1124620,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",2025-02-14,5.8,462,41.3231,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,"Horror, Comedy",movie
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994-09-23,8.708,28151,42.2486,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,"Drama, Crime",movie
573435,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",2024-06-05,7.4,2842,42.5721,/oGythE98MYleE6mZlGs5oBGkux1.jpg,"Action, Comedy, Crime, Thriller, Adventure",movie
968171,Sex Education Mistresses,"An erotic comedy depicting the sex adventures of  young wives living in an apartment complex, that are not satisfied with just having sex with their husbands.",1973-11-20,6.9,4,41.7959,/xghWMg0pkBOdLHCTESyeyHU68wl.jpg,Comedy,movie
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2001-11-16,7.902,28113,40.9507,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,"Adventure, Fantasy",movie
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",1972-03-14,8.687,21340,40.9405,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,"Drama, Crime",movie
926670,Henry Danger: The Movie,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",2025-01-17,7.8,198,40.9286,/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg,"Action, Comedy, Family, Science Fiction",movie
945961,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",2024-08-13,7.208,3539,40.0846,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,"Horror, Science Fiction",movie
1167366,Uranus 2324,"Bonded in their youth and separated by tragedy, an astronaut and a free diver bend the laws of space and time in their efforts to be together again.",2024-07-04,7.051,68,39.9303,/zTD9HytRG1nfP5pdOAYmPyXj05d.jpg,"Romance, Drama, Science Fiction",movie
385687,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",2023-05-17,7.046,5851,38.9742,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,"Action, Crime, Thriller, Adventure, Mystery",movie
1100782,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",2024-10-16,6.6,1437,38.7712,/ht8Uv9QPv9y7K0RvUyJIaXOZTfd.jpg,"Horror, Mystery",movie
974453,Absolution,"An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",2024-10-31,5.888,383,38.4093,/gt70JOD9xsPlpJnuBJAWdOT4yRg.jpg,"Action, Crime, Thriller, Mystery, Family",movie
1140535,Presence,"A couple, Rebekah and Chris, and their children, Tyler and Chloe, move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",2025-01-16,5.971,273,38.4028,/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg,"Horror, Drama, Thriller",movie
198663,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",2014-09-10,7.189,17292,38.3424,/ode14q7WtDugFDp78fo9lCsmay9.jpg,"Action, Mystery, Science Fiction, Thriller",movie
1380415,The Last Supper,"In the days leading to betrayal, a gathering of disciples unravels into a web of secrets and hidden motives. As tensions simmer beneath the surface, trust is tested, and loyalty is questioned. The Last Supper becomes a night where nothing is as it seems, and every glance hides a deeper truth.",2025-03-14,7.382,17,38.299,/fulEdvN5u6mIpwig7HcBnYpkJEQ.jpg,"Drama, History",movie
1457124,Titanic: The Digital Resurrection,"Using cutting-edge scanning technology and state-of-the-art CGI, a team of experts creates the first high-resolution 3D digital twin of the Titanic wreck. Through a groundbreaking immersive investigation, they uncover the ship’s final moments, shedding light on the acts of heroism and cowardice aboard—and revealing the true story behind the sinking of the “unsinkable” ship.",2025-04-12,8.8,4,38.0637,/mJNpxvtUNRVOfhFwukNewSf3gkf.jpg,Documentary,movie
603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",1999-03-31,8.224,26279,37.9953,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,"Action, Science Fiction",movie
1226406,Love Hurts,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",2025-02-06,5.902,158,37.978,/skPPVeHoTTVVSJlb0Ib5vrqiuA4.jpg,"Action, Comedy, Romance",movie
1196470,Survive,A couple celebrates their son’s birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,2024-06-19,5.804,202,37.9636,/7fR3KxswtY8OHHZuOUB9td58CRX.jpg,"Science Fiction, Thriller, Adventure, Action",movie
980477,Ne Zha 2,"Following the Tribulation, although the souls of Ne Zha and Ao Bing were preserved, their physical bodies will soon be destroyed. Tai Yi Zhen Ren plans to use the Seven Colored Lotus to reshape their physical forms, but encounters numerous difficulties. What will become of Ne Zha and Ao Bing?",2025-01-29,7.8,153,37.9122,/5lUmWTGkEcYnXujixXn31o9q2T0.jpg,"Animation, Fantasy, Adventure",movie
1249213,Drop,"Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and handsome than she expected. But their chemistry begins to curdle as Violet begins being irritated and then terrorized by a series of anonymous drops to her phone.",2025-04-10,6.6,72,37.8096,/oK4FFNfFHQRyGc2pmo88zpiu5Gc.jpg,"Mystery, Thriller, Horror",movie
1450436,Puri for Rent,"Aiko Garcia plays a desperate woman thrust into an unusual job. In desperate need of money after getting fired, Nancy finds herself accepting a job as a young and rich disabled man’s sexual partner. But can she let go of her dignity when the sex leads to love?",2025-04-04,10.0,3,37.6788,/ry9AWnoAABgxAEzc3BwLHgf1H1b.jpg,"Drama, Romance",movie
1181107,The King of Kings,"A father tells his son the greatest story ever told, and what begins as a bedtime tale becomes a life-changing journey. Through vivid imagination, the boy walks alongside Jesus, witnessing His miracles, facing His trials, and understanding His ultimate sacrifice. The King of Kings invites us to rediscover the enduring power of hope, love, and redemption through the eyes of a child.",2025-04-07,7.4,8,37.6583,/ccw7CCIAvcZV431CP7NhHAHuiHR.jpg,"Animation, Drama, Family, Fantasy",movie
1034541,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",2024-10-09,6.852,1558,37.5489,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,"Horror, Thriller",movie
839033,The Lord of the Rings: The War of the Rohirrim,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",2024-12-05,6.7,548,36.8556,/cXzCOx1hUuU9CfmiEv6rXjb6EqU.jpg,"Animation, Fantasy, Adventure, Action",movie
993710,Back in Action,"Fifteen years after vanishing from the CIA to start a family, elite spies Matt and Emily jump back into the world of espionage when their cover is blown.",2025-01-15,6.458,1169,36.6937,/3L3l6LsiLGHkTG4RFB2aBA6BttB.jpg,"Action, Comedy",movie
626289,O Filho do Homem,It is the life depiction and experiences of Jesus/Yeshua from birth to his ascension to the Father.,2019-08-29,0.0,0,36.6876,/o8X5UcK3rehyxmslzjJuGT9xjWu.jpg,Drama,movie
